Carnet,Carrera,Plan,IdCampus,Sexo,AnioIngreso,CicloIngreso,InstitucionBach,TieneBeca,PorcentajeBeca_Promedio,MateriasInscritas_C1,MateriasAprobadas_C1,MateriasReprobadas_C1,TasaAprobacion_C1,PromedioCiclo_C1,MateriasInscritas_C2,MateriasAprobadas_C2,MateriasReprobadas_C2,TasaAprobacion_C2,PromedioCiclo_C2,TotalMateriasInscritas_Anio1,TotalMateriasAprobadas_Anio1,TotalMateriasReprobadas_Anio1,TasaAprobacion_Anio1,PromedioGeneral_Anio1,AvanceCarrera_FinAnio1,PAES_Score,CantInsolvencias_Recurrentes,CantRetirosParciales,CantRetirosTotales,CantCambiosCarrera,Ind_PAES,Ind_CUM,Ind_Avance,Ind_Solvencia,Ind_RetiroParcial,Ind_RetiroTotal,Ind_CambioCarrera,Ind_Reprobacion,Ind_BrechaDesercion,IRE_Total,Deserto
MV222281  ,416,2022,1,102301,2022,1,152,0,NULL,3,0,0,0,0,NULL,NULL,NULL,NULL,NULL,3,0,0,0,0,0,3.72,4,0,3,0,1,1,1,1,0,1,0,0,0,5,1
MV222355  ,701,2019,1,102301,2022,1,296,1,50,6,5,0,0.8333,6.92,5,4,1,0.8,7.55,11,9,1,0.8182,7.23,100,1.5,8,1,0,0,1,0,0,1,0,0,0,0,0,2,0
MV222566  ,604,2020,2,102302,2022,1,18,0,NULL,4,4,0,1,8.73,4,4,0,1,8.06,8,8,0,1,8.39,100,0,10,0,0,0,1,0,0,1,0,0,0,0,0,2,0
MV222569  ,106,2017,1,102302,2022,1,481,0,NULL,4,2,1,0.5,5.08,4,0,2,0,1.89,8,2,3,0.25,3.49,3.6,1.5,8,3,0,0,1,1,1,1,1,0,0,0,0,5,1
MV222715  ,444,2018,1,102301,2022,1,152,0,NULL,6,6,0,1,8.13,5,5,0,1,7.72,11,11,0,1,7.93,43.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
MV222792  ,604,2020,2,102301,2022,1,18,0,NULL,4,4,0,1,8.72,4,4,0,1,8.4,8,8,0,1,8.56,100,0,10,0,0,0,1,0,0,1,0,0,0,0,0,2,0
MV230090,901,2023,9,102301,2023,1,285,0,NULL,6,5,0,0.8333,6.99,4,4,0,1,8.98,10,9,0,0.9,7.99,100,0,10,1,0,0,1,0,0,1,0,0,0,0,0,2,0
MV230378,104,2023,1,102301,2023,1,481,0,NULL,4,0,3,0,2.55,3,1,1,0.3333,3.33,7,1,4,0.1429,2.94,1.9,1,8,2,0,0,1,1,1,1,1,0,0,0,0,5,0
MV230461  ,104,2023,1,102301,2023,1,161,0,NULL,4,1,0,0.25,1.71,3,1,1,0.3333,4.46,7,2,1,0.2857,3.08,28.6,1.5,8,4,0,0,1,1,0,1,1,0,0,0,0,4,0
MV231157,301,2023,1,102302,2023,1,488,0,NULL,4,4,0,1,8.12,4,3,0,0.75,6.08,8,7,0,0.875,7.1,53.6,1,8,1,0,0,1,0,0,1,0,0,0,0,0,2,0
MV231210,211,2019,1,102302,2023,1,786,0,NULL,5,4,1,0.8,6.55,5,2,1,0.4,3.51,10,6,2,0.6,5.03,16.1,1,8,2,0,0,1,1,0,1,1,0,0,0,0,4,1
MV231255,103,2022,1,102301,2023,1,152,0,NULL,4,2,0,0.5,3.56,2,1,0,0.5,3.15,6,3,0,0.5,3.35,20.6,1.5,8,3,0,0,1,1,0,1,1,0,0,0,0,4,0
MV231825,209,2019,2,102301,2023,1,259,0,NULL,5,5,0,1,8.6,5,5,0,1,8.73,10,10,0,1,8.66,71.4,1.5,8,0,0,0,1,0,0,1,0,0,0,0,0,2,0
MV231938  ,906,2023,9,102301,2023,1,262,0,NULL,5,1,3,0.2,3.97,3,0,3,0,0.2,8,1,6,0.125,2.08,2.3,1.5,10,1,0,0,1,1,1,1,0,0,0,0,0,4,1
MV232094,301,2023,1,102302,2023,1,790,0,NULL,5,5,0,1,9.05,3,2,0,0.6667,5.84,8,7,0,0.875,7.44,63.9,1,8,1,0,0,1,0,0,1,0,0,0,0,0,2,0
MV232281,106,2023,2,102301,2023,1,296,0,NULL,5,0,5,0,0.1,2,1,0,0.5,3.54,7,1,5,0.1429,1.82,1.9,1.5,8,2,0,0,1,1,1,1,1,0,0,0,0,5,0
MV232358,404,2023,1,102301,2023,1,103,0,NULL,5,5,0,1,8.36,5,5,0,1,8.39,10,10,0,1,8.38,100,1.5,8,1,0,0,1,0,0,1,0,0,0,0,0,2,0
MV232383,409,2019,1,102302,2023,1,187,0,NULL,5,5,0,1,8.47,NULL,NULL,NULL,NULL,NULL,5,5,0,1,8.47,24.1,0,4,0,0,0,1,0,0,1,0,0,0,0,0,2,1
MV240041,403,2024,1,102301,2024,1,152,0,NULL,5,3,1,0.6,5.61,4,4,0,1,6.51,9,7,1,0.7778,6.06,41.8,1.5,10,1,0,0,1,1,0,1,0,0,0,0,0,3,0
MV240198  ,104,2024,1,102302,2024,1,576,1,100,4,3,1,0.75,7.49,5,5,0,1,8.04,9,8,1,0.8889,7.76,26.1,1.5,10,1,0,0,1,0,0,1,0,0,0,0,0,2,0
MV240361,103,2024,1,102301,2024,1,285,0,NULL,4,1,1,0.25,3.5,3,1,0,0.3333,3.26,7,2,1,0.2857,3.38,10.6,1.5,10,4,0,0,1,1,0,1,1,0,0,0,0,4,0
MV240621  ,209,2024,1,102302,2024,1,185,0,NULL,5,5,0,1,8.92,4,4,0,1,8.72,9,9,0,1,8.82,20.5,1,10,0,0,0,1,0,0,1,0,0,0,0,0,2,1
MV240678,215,2024,1,102302,2024,1,273,0,NULL,5,5,0,1,8.03,5,5,0,1,8.84,10,10,0,1,8.44,47.8,1,10,0,0,0,1,0,0,1,0,0,0,0,0,2,0
MV240849,104,2024,1,102301,2024,1,185,0,NULL,3,0,3,0,0,NULL,NULL,NULL,NULL,NULL,3,0,3,0,0,1.9,1.5,5,0,0,0,1,1,1,1,0,0,0,0,0,4,0
MV241035  ,219,2024,1,102302,2024,1,188,0,NULL,3,3,0,1,8.74,4,4,0,1,8.12,7,7,0,1,8.43,42.9,1,10,0,0,0,1,0,0,1,0,0,0,0,0,2,0
MV241115,106,2024,1,102301,2024,1,61,0,NULL,4,2,1,0.5,5.01,3,0,1,0,1.27,7,2,2,0.2857,3.14,8.1,1.5,10,3,0,0,1,1,1,1,1,0,0,0,0,5,0
MV241190  ,102,2024,1,102301,2024,1,955,0,NULL,5,4,0,0.8,6.32,4,3,0,0.75,5.65,9,7,0,0.7778,5.98,18.5,1.5,10,2,0,0,1,1,0,1,1,0,0,0,0,4,0
MV241212  ,301,2024,1,102302,2024,1,187,0,NULL,4,3,0,0.75,5.7,4,1,0,0.25,1.97,8,4,0,0.5,3.83,9.6,1,10,4,0,0,1,1,1,1,1,0,0,0,0,5,0
MV241511,402,2024,1,102301,2024,1,784,0,NULL,4,1,2,0.25,3.6,4,1,2,0.25,2.75,8,2,4,0.25,3.17,8.9,1,10,2,0,1,1,1,1,1,1,0,1,0,0,6,1
MV241867,106,2024,2,102301,2024,1,35,0,NULL,4,1,2,0.25,3.4,NULL,NULL,NULL,NULL,NULL,4,1,2,0.25,3.4,1.9,4.68,5,1,0,0,1,1,1,1,0,0,0,0,0,4,1
MV241966  ,304,2024,1,102301,2024,1,985,0,NULL,4,4,0,1,8.3,4,3,0,0.75,6.53,8,7,0,0.875,7.42,94.2,1,10,1,0,0,1,0,0,1,0,0,0,0,0,2,0
MV242063,409,2024,1,102302,2024,1,1156,0,NULL,5,3,2,0.6,6.16,5,5,0,1,9.11,10,8,2,0.8,7.64,100,1,10,0,0,0,1,0,0,1,0,0,0,0,0,2,0
MV242667  ,444,2018,1,102301,2024,1,152,0,NULL,6,6,0,1,8.44,6,6,0,1,8.18,12,12,0,1,8.31,13.7,9.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MV242777  ,208,2024,1,102301,2024,1,825,0,NULL,4,4,0,1,8.18,4,4,0,1,8.32,8,8,0,1,8.25,36.8,1.5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
MZ200547  ,219,2018,1,102302,2020,1,309,0,NULL,4,4,0,1,8.22,3,2,0,0.6667,4.85,7,6,0,0.8571,6.54,19.2,6.39,2,1,0,0,0,0,0,1,0,0,0,0,0,1,1
MZ201134  ,219,2018,1,102301,2020,1,638,0,NULL,3,3,0,1,7.44,3,3,0,1,8.74,6,6,0,1,8.09,74.6,4.51,5,0,0,0,1,0,0,1,0,0,0,0,0,2,0
MZ202542  ,301,2016,1,102302,2020,1,615,0,NULL,5,1,3,0.2,3.92,NULL,NULL,NULL,NULL,NULL,5,1,3,0.2,3.92,2.4,4.51,2,1,0,0,1,1,1,1,0,0,0,0,0,4,1
MZ202573  ,404,2019,1,102301,2020,1,480,0,NULL,4,2,2,0.5,6.41,2,1,1,0.5,7.71,6,3,3,0.5,7.06,42.3,6.38,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0
MZ210716  ,404,2019,1,102301,2021,1,183,0,NULL,5,4,0,0.8,6.8,6,5,0,0.8333,7.37,11,9,0,0.8182,7.09,0,8.38,4,2,0,0,0,0,1,1,1,0,0,0,0,3,0
MZ210865  ,301,2016,1,102301,2021,1,64,0,NULL,4,4,0,1,7.98,5,4,0,0.8,6.8,9,8,0,0.8889,7.39,98.2,1,4,1,0,0,1,0,0,1,0,0,0,0,0,2,0
MZ220341  ,413,2021,1,102302,2022,1,381,0,NULL,5,5,0,1,8.73,4,4,0,1,8.41,9,9,0,1,8.57,81.8,1,8,0,0,0,1,0,0,1,0,0,0,0,0,2,0
MZ220447  ,302,2016,1,102301,2022,1,241,0,NULL,4,4,0,1,8.33,5,4,0,0.8,5.39,9,8,0,0.8889,6.86,38.8,7.62,8,1,0,0,0,0,0,1,0,0,0,0,0,1,0
MZ220570  ,209,2019,2,102301,2022,1,580,0,NULL,5,5,0,1,8.24,5,0,0,0,0,10,5,0,0.5,4.12,12.4,0,8,0,5,0,1,1,0,1,0,1,0,0,0,4,1
MZ221057  ,404,2019,2,102301,2022,1,176,0,NULL,5,3,1,0.6,5.59,NULL,NULL,NULL,NULL,NULL,5,3,1,0.6,5.59,14.1,0,4,1,0,0,1,1,0,1,0,0,0,0,0,3,1
MZ221613  ,404,2019,1,102301,2022,1,285,0,NULL,5,2,2,0.4,4.8,2,2,0,1,7.38,7,4,2,0.5714,6.09,35.9,6.54,8,1,0,0,0,1,0,1,0,0,0,0,0,2,0
MZ221682  ,104,2017,2,102301,2022,1,202,0,NULL,5,5,0,1,8.79,5,5,0,1,8.22,10,10,0,1,8.51,42.9,1.5,8,0,0,0,1,0,0,1,0,0,0,0,0,2,0
MZ222193  ,802,2022,1,102302,2022,1,394,0,NULL,5,1,3,0.2,3.57,2,1,1,0.5,4.78,7,2,4,0.2857,4.17,28,5.84,8,1,0,0,1,1,0,1,0,0,0,0,0,3,0
MZ230068,625,2022,2,102302,2023,1,18,0,NULL,3,3,0,1,8.88,3,3,0,1,9.83,6,6,0,1,9.35,100,0,10,0,0,0,1,0,0,1,0,0,0,0,0,2,0
MZ232212,103,2022,1,102301,2023,1,800,0,NULL,3,0,2,0,0.83,NULL,NULL,NULL,NULL,NULL,3,0,2,0,0.83,0,0,4,1,0,0,1,1,1,1,0,0,0,0,0,4,1
MZ232727  ,444,2018,1,102301,2023,1,152,0,NULL,6,6,0,1,7.66,5,5,0,1,8.14,11,11,0,1,7.9,100,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
MZ240270,111,2024,1,102301,2024,1,1398,0,NULL,5,0,3,0,1.78,3,1,2,0.3333,3.94,8,1,5,0.125,2.86,6.2,1,10,2,0,0,1,1,1,1,1,0,0,0,0,5,0
MZ242453,301,2024,1,102301,2024,1,245,0,NULL,4,4,0,1,7.21,4,3,0,0.75,6.36,8,7,0,0.875,6.78,33.7,1,10,1,0,0,1,0,0,1,0,0,0,0,0,2,0
NA200060  ,702,2014,1,102301,2020,1,363,0,NULL,5,1,4,0.2,4.11,NULL,NULL,NULL,NULL,NULL,5,1,4,0.2,4.11,1.7,5.89,2,0,0,0,1,1,1,1,0,0,0,0,0,4,1
NA201037  ,219,2018,2,102302,2020,1,161,0,NULL,3,3,0,1,9.5,1,1,0,1,10,4,4,0,1,9.75,100,8.21,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0
NA202534  ,906,2020,9,102301,2020,1,187,0,NULL,5,2,3,0.4,5.37,3,3,0,1,8.04,8,5,3,0.625,6.71,100,5.83,2,0,0,0,1,0,0,1,0,0,0,0,0,2,0
NA202785  ,441,2009,1,102301,2020,1,152,0,NULL,6,6,0,1,7.27,5,5,0,1,8.42,11,11,0,1,7.84,50,7.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NA202989  ,621,2020,2,102301,2020,1,18,0,NULL,3,0,0,0,0,3,3,0,1,8.73,6,3,0,0.5,4.37,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,3,0
NA202991  ,609,2020,2,102301,2020,1,18,0,NULL,4,4,0,1,8.56,4,4,0,1,8.09,8,8,0,1,8.33,50,1,3,0,0,0,1,0,0,1,0,0,0,0,0,2,0
NA210943  ,702,2014,1,102301,2021,1,285,0,NULL,5,1,1,0.2,3.68,5,3,1,0.6,6.24,10,4,2,0.4,4.96,12.4,5.66,4,5,0,0,1,1,0,1,1,0,0,0,0,4,0
NA211382  ,302,2016,1,102302,2021,1,445,0,NULL,5,5,0,1,8.22,5,0,0,0,0,10,5,0,0.5,4.11,14.1,7.76,4,0,5,0,0,1,0,1,0,1,0,0,0,3,1
NA211401  ,409,2019,1,102301,2021,1,89,0,NULL,5,1,4,0.2,2.17,1,0,1,0,0,6,1,5,0.1667,1.08,31,1,4,0,0,0,1,1,0,1,0,0,0,0,0,3,0
NA211495  ,919,2020,9,102301,2021,1,330,0,NULL,4,4,0,1,7.78,5,5,0,1,8.38,9,9,0,1,8.08,100,7.94,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0
NA211799  ,219,2018,2,102302,2021,1,1006,0,NULL,4,4,0,1,9.11,3,3,0,1,8.29,7,7,0,1,8.7,40.7,5.4,4,0,0,0,1,0,0,1,0,0,0,0,0,2,0
NA212119  ,302,2016,2,102302,2021,1,34,0,NULL,4,0,0,0,0,NULL,NULL,NULL,NULL,NULL,4,0,0,0,0,0,0,0,0,4,0,1,1,1,0,0,1,0,0,0,4,1
NA212315  ,403,2019,1,102301,2021,1,220,0,NULL,4,3,1,0.75,6.2,3,0,3,0,2.01,7,3,4,0.4286,4.11,50.7,7.61,4,0,0,0,0,1,0,1,0,0,0,0,0,2,0
NA231423  ,206,2018,1,102302,2023,1,246,0,NULL,3,2,1,0.6667,7.14,2,2,0,1,7.37,5,4,1,0.8,7.26,22.6,1.5,8,0,0,0,1,0,0,1,0,0,0,0,0,2,0
NA231801,104,2023,1,102301,2023,1,571,0,NULL,6,0,6,0,0.39,NULL,NULL,NULL,NULL,NULL,6,0,6,0,0.39,0,0,4,0,0,0,1,1,1,1,0,0,0,0,0,4,1
NA240497  ,106,2024,1,102302,2024,1,786,0,NULL,4,2,0,0.5,3.61,4,1,3,0.25,5.48,8,3,3,0.375,4.54,5.6,1,10,2,0,0,1,1,1,1,1,0,0,0,0,5,0
NA240523,702,2024,1,102301,2024,1,620,0,NULL,5,0,5,0,0.72,NULL,NULL,NULL,NULL,NULL,5,0,5,0,0.72,0,0,5,0,0,0,1,1,1,1,0,0,0,0,0,4,1
NA240551  ,103,2024,1,102301,2024,1,152,0,NULL,4,4,0,1,6.82,5,4,1,0.8,7.04,9,8,1,0.8889,6.93,35.6,1,10,0,0,0,1,0,0,1,0,0,0,0,0,2,0
NB200925  ,202,2016,1,102302,2020,1,227,0,NULL,4,4,0,1,7.26,4,4,0,1,8.07,8,8,0,1,7.66,86.7,5.4,4,0,0,0,1,0,0,1,0,0,0,0,0,2,0
NB220557  ,104,2017,2,102301,2022,1,347,0,NULL,7,4,0,0.5714,4.46,4,4,0,1,7.67,11,8,0,0.7273,6.06,29.8,1.5,8,3,0,0,1,1,0,1,1,0,0,0,0,4,0
NB232439  ,103,2022,1,102301,2023,1,682,0,NULL,3,1,2,0.3333,4.9,3,1,1,0.3333,3.49,6,2,3,0.3333,4.2,18.1,7.63,8,1,0,0,0,1,0,1,0,0,0,0,0,2,0
NB232689,920,2023,9,102302,2023,1,753,0,NULL,4,0,4,0,0.5,NULL,NULL,NULL,NULL,NULL,4,0,4,0,0.5,0,0,5,0,0,0,1,1,1,1,0,0,0,0,0,4,1
NB241557  ,103,2024,1,102301,2024,1,188,0,NULL,4,4,0,1,7.93,4,3,0,0.75,6.02,8,7,0,0.875,6.97,23.1,1,10,1,0,0,1,0,0,1,0,0,0,0,0,2,0
NC200213  ,109,2017,1,102301,2020,1,153,0,NULL,4,4,0,1,7.47,4,3,0,0.75,5.69,8,7,0,0.875,6.58,33.7,7.69,5,1,0,0,0,0,0,1,0,0,0,0,0,1,0
NC200215  ,301,2016,1,102302,2020,1,319,0,NULL,5,5,0,1,8.54,5,4,1,0.8,7.19,10,9,1,0.9,7.86,100,7.69,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0
NC200235  ,302,2016,1,102301,2020,1,610,0,NULL,4,4,0,1,8.07,4,3,0,0.75,6.16,8,7,0,0.875,7.11,58.8,6.39,5,1,0,0,0,0,0,1,0,0,0,0,0,1,0
NC200324  ,103,2017,1,102301,2020,1,505,0,NULL,4,2,0,0.5,3.99,NULL,NULL,NULL,NULL,NULL,4,2,0,0.5,3.99,3.6,5.45,3,2,0,0,1,1,1,1,1,0,0,0,0,5,1
NC201637  ,206,2018,1,102302,2020,1,330,0,NULL,3,3,0,1,7.82,2,2,0,1,7.49,5,5,0,1,7.66,88.1,3.72,5,0,0,0,1,0,0,1,0,0,0,0,0,2,0
NC202505  ,403,2019,1,102301,2020,1,384,1,100,5,4,0,0.8,5.68,5,5,0,1,8.2,10,9,0,0.9,6.94,100,8.01,5,1,0,0,0,0,0,1,0,0,0,0,0,1,0
NC210538  ,209,2019,1,102302,2021,1,273,0,NULL,5,5,0,1,7.92,4,4,0,1,7.24,9,9,0,1,7.58,61.5,1.5,4,0,0,0,1,0,0,1,0,0,0,0,0,2,0
nc212407  ,702,2014,1,102301,2021,1,161,0,NULL,5,0,5,0,0.71,NULL,NULL,NULL,NULL,NULL,5,0,5,0,0.71,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,1
NC212543  ,444,2018,1,102301,2021,1,152,0,NULL,6,6,0,1,9.05,5,5,0,1,9.05,11,11,0,1,9.05,82,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
NC220156  ,105,2017,1,102302,2022,1,1156,0,NULL,4,2,2,0.5,5.63,2,2,0,1,7.47,6,4,2,0.6667,6.55,15.6,1,8,0,0,0,1,0,0,1,0,0,0,0,0,2,0
NC220610  ,206,2018,1,102302,2022,1,253,0,NULL,3,1,1,0.3333,3.72,2,2,0,1,8.56,5,3,1,0.6,6.14,60.1,1,8,1,0,0,1,1,0,1,0,0,0,0,0,3,0
NC231596,914,2022,9,102301,2023,1,176,0,NULL,4,4,0,1,7.29,5,5,0,1,7.67,9,9,0,1,7.48,100,0,10,0,0,0,1,0,0,1,0,0,0,0,0,2,0
NC231834  ,904,2023,9,102301,2023,1,408,0,NULL,4,4,0,1,7.99,5,5,0,1,8.46,9,9,0,1,8.23,40.9,1.69,10,0,0,0,1,0,0,1,0,0,0,0,0,2,0
NC240702,104,2024,1,102301,2024,1,641,0,NULL,4,2,2,0.5,5.74,3,0,3,0,4.61,7,2,5,0.2857,5.17,5,1,10,0,0,1,1,1,1,1,0,0,1,0,0,5,0
ND220057  ,209,2019,1,102301,2022,1,245,0,NULL,5,5,0,1,8.53,5,5,0,1,8.04,10,10,0,1,8.28,0,1.5,8,0,0,0,1,0,1,1,0,0,0,0,0,3,0
ND221932  ,904,2019,9,102302,2022,1,766,0,NULL,6,4,0,0.6667,6.04,NULL,NULL,NULL,NULL,NULL,6,4,0,0.6667,6.04,31.8,7.58,5,2,0,0,0,1,0,1,1,0,0,0,0,3,1
ND230588,211,2019,1,102301,2023,1,370,0,NULL,5,4,1,0.8,7.75,NULL,NULL,NULL,NULL,NULL,5,4,1,0.8,7.75,9.3,1,4,0,0,0,1,0,1,1,0,0,0,0,0,3,1
ND232530,909,2019,9,102302,2023,1,162,0,NULL,5,3,1,0.6,5.24,4,2,0,0.5,4.29,9,5,1,0.5556,4.76,75,8.3,10,3,0,0,0,1,0,1,1,0,0,0,0,3,0
ND241934,902,2024,9,102302,2024,1,372,0,NULL,4,3,1,0.75,6.26,4,0,4,0,3.6,8,3,5,0.375,4.93,18.8,1,10,0,0,0,1,1,0,1,0,0,0,0,0,3,1
ND242126  ,303,2024,2,102302,2024,1,1362,0,NULL,4,4,0,1,8.24,5,5,0,1,8.75,9,9,0,1,8.49,44.2,1,10,0,0,0,1,0,0,1,0,0,0,0,0,2,0
NE201795  ,413,2016,2,102302,2020,1,337,0,NULL,4,4,0,1,7.74,4,4,0,1,8.81,8,8,0,1,8.28,100,7.5,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0
NE210722  ,219,2018,2,102302,2021,1,347,0,NULL,3,3,0,1,9.66,3,3,0,1,9.97,6,6,0,1,9.82,100,1.5,4,0,0,0,1,0,0,1,0,0,0,0,0,2,0
NE211582  ,302,2016,1,102302,2021,1,481,0,NULL,4,4,0,1,8.42,5,4,0,0.8,6.55,9,8,0,0.8889,7.49,77.6,7.15,4,1,0,0,0,0,0,1,0,0,0,0,0,1,0
NE221076  ,209,2019,1,102302,2022,1,121,0,NULL,5,4,1,0.8,7.88,5,5,0,1,8.08,10,9,1,0.9,7.98,86.3,1.5,8,0,0,0,1,0,0,1,0,0,0,0,0,2,0
NE231809  ,104,2023,1,102301,2023,1,767,0,NULL,4,3,0,0.75,5.31,3,1,0,0.3333,2.52,7,4,0,0.5714,3.91,18.6,7.86,8,3,0,0,0,1,0,1,1,0,0,0,0,3,0
NE232055,206,2018,1,102302,2023,1,1275,0,NULL,3,3,0,1,8.35,NULL,NULL,NULL,NULL,NULL,3,3,0,1,8.35,8.9,0,4,0,0,0,1,0,1,1,0,0,0,0,0,3,1
NF202503  ,623,2020,2,102301,2020,1,18,0,NULL,3,3,0,1,9.45,3,3,0,1,9.01,6,6,0,1,9.23,100,1,6,0,0,0,1,0,0,1,0,0,0,0,0,2,0
NF210457  ,302,2016,1,102301,2021,1,35,0,NULL,4,4,0,1,7.73,4,3,0,0.75,5.91,8,7,0,0.875,6.82,47.6,1,4,1,0,0,1,0,0,1,0,0,0,0,0,2,0
NF211652  ,104,2017,1,102301,2021,1,571,0,NULL,4,2,0,0.5,3.89,NULL,NULL,NULL,NULL,NULL,4,2,0,0.5,3.89,6,1.5,0,3,0,1,1,1,1,0,1,0,1,0,0,5,0
NF220677  ,104,2017,1,102301,2022,1,279,0,NULL,4,2,1,0.5,4.18,4,3,0,0.75,6.18,8,5,1,0.625,5.18,13.1,1,8,2,0,0,1,1,0,1,1,0,0,0,0,4,0
NF220932  ,202,2021,1,102301,2022,1,475,0,NULL,3,2,0,0.6667,5.12,3,3,0,1,7.24,6,5,0,0.8333,6.18,14.1,1.5,8,1,0,0,1,1,0,1,0,0,0,0,0,3,0
NF231483  ,413,2021,2,102302,2023,1,666,1,50,5,5,0,1,9.11,5,5,0,1,8.99,10,10,0,1,9.05,70,1,8,0,0,0,1,0,0,1,0,0,0,0,0,2,0
NG200908  ,301,2016,1,102302,2020,1,586,0,NULL,5,5,0,1,8.71,5,5,0,1,9.25,10,10,0,1,8.98,100,8.53,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0
NG201356  ,202,2016,1,102301,2020,1,285,0,NULL,4,4,0,1,8.07,4,4,0,1,7.84,8,8,0,1,7.96,100,8.08,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0
NG201698  ,103,2017,1,102301,2020,1,246,0,NULL,4,0,0,0,0,NULL,NULL,NULL,NULL,NULL,4,0,0,0,0,0,5.55,5,0,4,0,1,1,1,1,0,1,0,0,0,5,1
NG202059  ,206,2018,1,102302,2020,1,391,0,NULL,3,3,0,1,8.35,3,3,0,1,8.7,6,6,0,1,8.52,100,8.19,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0
NG202485  ,701,2019,1,102301,2020,1,279,0,NULL,5,2,2,0.4,5.39,NULL,NULL,NULL,NULL,NULL,5,2,2,0.4,5.39,7.1,6.77,2,1,0,0,0,1,1,1,0,0,0,0,0,3,1
NG202833  ,444,2009,1,102301,2020,1,152,0,NULL,7,7,0,1,8.16,5,5,0,1,8.18,12,12,0,1,8.17,66.67,8.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NG210125  ,219,2018,2,102302,2021,1,468,0,NULL,3,3,0,1,7.87,3,3,0,1,8.94,6,6,0,1,8.41,86.4,7.64,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0
NG211111  ,702,2014,1,102301,2021,1,468,0,NULL,5,0,5,0,2.31,2,0,0,0,0.8,7,0,5,0,1.55,0,4.68,4,0,2,0,1,1,1,1,0,1,0,0,0,5,1
NG211125  ,106,2017,1,102301,2021,1,153,0,NULL,3,2,0,0.6667,5.78,NULL,NULL,NULL,NULL,NULL,3,2,0,0.6667,5.78,3.6,8.28,0,1,0,0,0,1,1,0,0,0,0,0,0,2,1
NG211286  ,209,2019,1,102301,2021,1,571,0,NULL,5,5,0,1,7.81,5,4,0,0.8,6.94,10,9,0,0.9,7.37,100,1,4,1,0,0,1,0,0,1,0,0,0,0,0,2,0
NG212290  ,413,2021,2,102302,2021,1,600,0,NULL,5,5,0,1,8.39,4,4,0,1,8.96,9,9,0,1,8.67,100,7.4,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0
NG220716  ,209,2019,1,102302,2022,1,309,0,NULL,5,5,0,1,7.94,5,4,1,0.8,7.19,10,9,1,0.9,7.57,83.9,1.5,8,0,0,0,1,0,0,1,0,0,0,0,0,2,0
NG222004  ,802,2022,1,102302,2022,1,786,0,NULL,6,4,0,0.6667,5.17,5,4,0,0.8,6.54,11,8,0,0.7273,5.86,100,1.5,8,3,0,0,1,1,0,1,1,0,0,0,0,4,0
NG232452,909,2019,9,102302,2023,1,30,0,NULL,2,1,1,0.5,4.22,NULL,NULL,NULL,NULL,NULL,2,1,1,0.5,4.22,5,0,5,0,0,0,1,1,1,1,0,0,0,0,0,4,0
NG232620,919,2020,9,102301,2023,1,521,0,NULL,5,1,4,0.2,2.69,NULL,NULL,NULL,NULL,NULL,5,1,4,0.2,2.69,2.5,6.6,5,0,0,0,0,1,1,1,0,0,0,0,0,3,1
NG241246  ,301,2024,1,102301,2024,1,384,0,NULL,4,4,0,1,9.39,4,4,0,1,8.89,8,8,0,1,9.14,39.8,1.5,10,0,0,0,1,0,0,1,0,0,0,0,0,2,0
NG242832  ,628,2024,2,102301,2024,1,18,0,NULL,3,3,0,1,9.5,3,3,0,1,8.41,6,6,0,1,8.95,0,0,9,0,0,0,1,0,1,1,0,0,0,0,0,3,0
NH201026  ,301,2016,1,102301,2020,1,451,0,NULL,5,4,0,0.8,6.06,5,2,3,0.4,3.42,10,6,3,0.6,4.74,13,8.15,3,1,0,1,0,1,0,1,0,0,1,0,0,3,0
NH201957  ,104,2017,1,102301,2020,1,242,0,NULL,5,2,3,0.4,4.7,3,0,2,0,3.26,8,2,5,0.25,3.98,13.1,6.05,4,1,0,0,0,1,0,1,0,0,0,0,0,2,0
NH212102  ,104,2017,2,102302,2021,1,521,1,50,5,5,0,1,8.72,NULL,NULL,NULL,NULL,NULL,5,5,0,1,8.72,10.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
